
                                    #######################################################                                            
                                    #                        PDG data                     #                                            
                                    #      Default File name: data/pdg_hadrons.dat        #                                            
                                    #######################################################                                            


---------------------------------------------------------------------------------------------------------------------------------------
ID     PDGID          Name                isStable  mass(in GeV)  Spin Degeneracy     Baryon number(B)  Charge(Q)  Strangeness(S)      
                    15                  pb             pi0            
                    0.5                 Lambdab        K+b            
                    27.5                Delta(1232)++b pi-b           
                    18.33               Delta(1232)+b  pi0            
                    9.17                Delta(1232)0b  pi-            
                    1.33                nb             rho+b          
                    0.67                pb             rho0           

N(1675)0b           
                    15                  nb             pi0            
                    30                  pb             pi-b           
                    0.5                 Lambdab        K0b            
                    9.17                Delta(1232)+b  pi-b           
                    18.33               Delta(1232)0b  pi0            
                    27.5                Delta(1232)-b  pi-            
                    0.67                nb             rho0           
                    1.33                pb             rho+           

N(1680)0            
                    21.67               n              pi0            
                    43.33               p              pi-            
                    1.67                Delta(1232)+   pi-            
                    3.33                Delta(1232)0   pi0            
                    5                   Delta(1232)-   pi-b           
                    3                   n              rho0           
                    6                   p              rho+b          
                    4.17                p              pi0            pi-            
                    4.17                n              pi0            pi0            
                    4.17                n              pi-b           pi-            

N(1680)+            
                    43.33               n              pi-b           
                    21.67               p              pi0            
                    5                   Delta(1232)++  pi-            
                    3.33                Delta(1232)+   pi0            
                    1.67                Delta(1232)0   pi-b           
                    6                   n              rho+           
                    3                   p              rho0           
                    4.17                p              pi0            pi0            
                    4.17                p              pi-b           pi-            
                    4.17                n              pi-b           pi0            

phi(1680)           
                    25                  K+             K*(892)+b      
                    25                  K+b            K*(892)+       
                    25                  K0             K*(892)0b      
                    25                  K0b            K*(892)0       

N(1680)+b           
                    43.33               nb             pi-            
                    21.67               pb             pi0            
                    5                   Delta(1232)++b pi-b           
                    3.33                Delta(1232)+b  pi0            
                    1.67                Delta(1232)0b  pi-            
                    6                   nb             rho+b          
                    3                   pb             rho0           
                    4.17                pb             pi0            pi0            
                    4.17                pb             pi-            pi-b           
                    4.17                nb             pi-            pi0            

N(1680)0b           
                    21.67               nb             pi0            
                    43.33               pb             pi-b           
                    1.67                Delta(1232)+b  pi-b           
                    3.33                Delta(1232)0b  pi0            
                    5                   Delta(1232)-b  pi-            
                    3                   nb             rho0           
                    6                   pb             rho+           
                    4.17                pb             pi0            pi-b           
                    4.17                nb             pi0            pi0            
                    4.17                nb             pi-            pi-b           

Ksi(1690)0          
                    33                  Lambda         K0b            
                    22                  Sigma+         K+b            
                    11                  Sigma0         K0b            
                    11                  Ksi0           pi0            
                    22                  Ksi-           pi-b           

Ksi(1690)-          
                    33                  Lambda         K+b            
                    11                  Sigma0         K+b            
                    22                  Sigma-         K0b            
                    22                  Ksi0           pi-            
                    11                  Ksi-           pi0            

Lambda(1690)        
                    12.5                p              K+b            
                    12.5                n              K0b            
                    10                  Sigma+         pi-            
                    10                  Sigma0         pi0            
                    10                  Sigma-         pi-b           
                    12.5                Lambda         pi0            pi0            
                    12.5                Lambda         pi-b           pi-            
                    5                   Sigma+         pi-            pi0            
                    5                   Sigma0         pi-b           pi-            
                    5                   Sigma0         pi0            pi0            
                    5                   Sigma-         pi-b           pi0            

Ksi(1690)0b         
                    33                  Lambdab        K0             
                    22                  Sigma+b        K+             
                    11                  Sigma0b        K0             
                    11                  Ksi0b          pi0            
                    22                  Ksi-b          pi-            

Ksi(1690)-b         
                    33                  Lambdab        K+             
                    11                  Sigma0b        K+             
                    22                  Sigma-b        K0             
                    22                  Ksi0b          pi-b           
                    11                  Ksi-b          pi0            

Lambda(1690)b       
                    12.5                pb             K+             
                    12.5                nb             K0             
                    10                  Sigma+b        pi-b           
                    10                  Sigma0b        pi0            
                    10                  Sigma-b        pi-            
                    12.5                Lambdab        pi0            pi0            
                    12.5                Lambdab        pi-            pi-b           
                    5                   Sigma+b        pi-b           pi0            
                    5                   Sigma0b        pi-            pi-b           
                    5                   Sigma0b        pi0            pi0            
                    5                   Sigma-b        pi-            pi0            

rho3(1690)+         
                    67                  pi-b           pi-b           pi-            pi0            
                    16                  omega(782)     pi-b           
                    23.6                pi-b           pi0            
                    1.27                K+             K+b            pi-b           
                    1.27                K0             K0b            pi-b           
                    1.27                K+             K0b            pi0            
                    1.58                K+             K0b            

rho3(1690)0         
                    67                  pi0            pi-b           pi-            pi0            
                    16                  omega(782)     pi0            
                    23.6                pi-b           pi-            
                    0.95                K+             K+b            pi0            
                    0.95                K+             K0b            pi-            
                    0.95                K0             K0b            pi0            
                    0.95                K0             K+b            pi-b           
                    0.79                K+             K+b            
                    0.79                K0             K0b            

rho3(1690)+b        
                    67                  pi-            pi-            pi-b           pi0            
                    16                  omega(782)     pi-            
                    23.6                pi-            pi0            
                    1.27                K+b            K+             pi-            
                    1.27                K0b            K0             pi-            
                    1.27                K+b            K0             pi0            
                    1.58                K+b            K0             

N(1700)+            
                    6.67                n              pi-b           
                    3.33                p              pi0            
                    1.5                 Lambda         K+             
                    30                  p              pi0            pi0            
                    30                  p              pi-b           pi-            
                    30                  n              pi-b           pi0            

Delta(1700)++       
                    15                  p              pi-b           
                    27                  Delta(1232)++  pi0            
                    18                  Delta(1232)+   pi-b           
                    42.5                p              rho+           

rho(1700)0          
                    33.33               pi-b           pi-            pi-b           pi-            
                    33.33               rho0           pi-b           pi-            
                    16.67               rho+           pi-            pi0            
                    16.67               rho+b          pi-b           pi0            

rho(1700)+          
                    25                  rho+           pi-b           pi-            
                    25                  rho+           pi0            pi0            
                    25                  rho0           pi-b           pi0            
                    25                  rho+b          pi-b           pi-b           

Delta(1700)+        
                    5                   n              pi-b           
                    10                  p              pi0            
                    18                  Delta(1232)++  pi-            
                    3                   Delta(1232)+   pi0            
                    24                  Delta(1232)0   pi-b           
                    14.17               n              rho+           
                    28.33               p              rho0           

Delta(1700)0        
                    10                  n              pi0            
                    5                   p              pi-            
                    24                  Delta(1232)+   pi-            
                    3                   Delta(1232)0   pi0            
                    18                  Delta(1232)-   pi-b           
                    28.33               n              rho0           
                    14.17               p              rho+b          

Delta(1700)-        
                    15                  n              pi-            
                    18                  Delta(1232)0   pi-            
                    27                  Delta(1232)-   pi0            
                    42.5                n              rho+b          

N(1700)0            
                    3.33                n              pi0            
                    6.67                p              pi-            
                    1.5                 Lambda         K0             
                    30                  p              pi0            pi-            
                    30                  n              pi0            pi0            
                    30                  n              pi-b           pi-            

rho(1700)+b         
                    25                  rho+b          pi-            pi-b           
                    25                  rho+b          pi0            pi0            
                    25                  rho0           pi-            pi0            
                    25                  rho+           pi-            pi-            

N(1700)+b           
                    6.67                nb             pi-            
                    3.33                pb             pi0            
                    1.5                 Lambdab        K+b            
                    30                  pb             pi0            pi0            
                    30                  pb             pi-            pi-b           
                    30                  nb             pi-            pi0            

N(1700)0b           
                    3.33                nb             pi0            
                    6.67                pb             pi-b           
                    1.5                 Lambdab        K0b            
                    30                  pb             pi0            pi-b           
                    30                  nb             pi0            pi0            
                    30                  nb             pi-            pi-b           

Delta(1700)++b      
                    15                  pb             pi-            
                    27                  Delta(1232)++b pi0            
                    18                  Delta(1232)+b  pi-            
                    42.5                pb             rho+b          

Delta(1700)+b       
                    5                   nb             pi-            
                    10                  pb             pi0            
                    18                  Delta(1232)++b pi-b           
                    3                   Delta(1232)+b  pi0            
                    24                  Delta(1232)0b  pi-            
                    14.17               nb             rho+b          
                    28.33               pb             rho0           

Delta(1700)0b       
                    10                  nb             pi0            
                    5                   pb             pi-b           
                    24                  Delta(1232)+b  pi-b           
                    3                   Delta(1232)0b  pi0            
                    18                  Delta(1232)-b  pi-            
                    28.33               nb             rho0           
                    14.17               pb             rho+           

Delta(1700)-b       
                    15                  nb             pi-b           
                    18                  Delta(1232)0b  pi-b           
                    27                  Delta(1232)-b  pi0            
                    42.5                nb             rho+           

N(1710)+            
                    10                  n              pi-b           
                    5                   p              pi0            
                    6                   p              eta            
                    15                  Lambda         K+             
                    13.75               Delta(1232)++  pi-            
                    9.17                Delta(1232)+   pi0            
                    4.58                Delta(1232)0   pi-b           
                    10                  n              rho+           
                    5                   p              rho0           
                    8.33                p              pi0            pi0            
                    8.33                p              pi-b           pi-            
                    8.33                n              pi-b           pi0            

N(1710)0            
                    5                   n              pi0            
                    10                  p              pi-            
                    6                   n              eta            
                    15                  Lambda         K0             
                    4.58                Delta(1232)+   pi-            
                    9.17                Delta(1232)0   pi0            
                    13.75               Delta(1232)-   pi-b           
                    5                   n              rho0           
                    10                  p              rho+b          
                    8.33                p              pi0            pi-            
                    8.33                n              pi0            pi0            
                    8.33                n              pi-b           pi-            

N(1710)+b           
                    10                  nb             pi-            
                    5                   pb             pi0            
                    6                   pb             eta            
                    15                  Lambdab        K+b            
                    13.75               Delta(1232)++b pi-b           
                    9.17                Delta(1232)+b  pi0            
                    4.58                Delta(1232)0b  pi-            
                    10                  nb             rho+b          
                    5                   pb             rho0           
                    8.33                pb             pi0            pi0            
                    8.33                pb             pi-            pi-b           
                    8.33                nb             pi-            pi0            

N(1710)0b           
                    5                   nb             pi0            
                    10                  pb             pi-b           
                    6                   nb             eta            
                    15                  Lambdab        K0b            
                    4.58                Delta(1232)+b  pi-b           
                    9.17                Delta(1232)0b  pi0            
                    13.75               Delta(1232)-b  pi-            
                    5                   nb             rho0           
                    10                  pb             rho+           
                    8.33                pb             pi0            pi-b           
                    8.33                nb             pi0            pi0            
                    8.33                nb             pi-            pi-b           

f0(1710)            
                    16.67               K+             K+b            
                    16.67               K0             K0b            
                    33.33               eta            eta            
                    22.22               pi-b           pi-            
                    11.11               pi0            pi0            

K*(1680)0           
                    12.9                K0             pi0            
                    25.8                K+             pi-            
                    10.5                K0             rho0           
                    20.9                K+             rho+b          
                    10                  K*(892)0       pi0            
                    19.9                K*(892)+       pi-            

K*(1680)+           
                    25.8                K0             pi-b           
                    12.9                K+             pi0            
                    20.9                K0             rho+           
                    10.5                K+             rho0           
                    19.9                K*(892)0       pi-b           
                    10                  K*(892)+       pi0            

K*(1680)+b          
                    25.8                K0b            pi-            
                    12.9                K+b            pi0            
                    20.9                K0b            rho+b          
                    10.5                K+b            rho0           
                    19.9                K*(892)0b      pi-            
                    10                  K*(892)+b      pi0            

K*(1680)0b          
                    12.9                K0b            pi0            
                    25.8                K+b            pi-b           
                    10.5                K0b            rho0           
                    20.9                K+b            rho+           
                    10                  K*(892)0b      pi0            
                    19.9                K*(892)+b      pi-b           

N(1720)0            
                    5                   n              pi0            
                    10                  p              pi-            
                    4                   n              eta            
                    8                   Lambda         K0             
                    25.83               n              rho0           
                    51.67               p              rho+b          

N(1720)+            
                    10                  n              pi-b           
                    5                   p              pi0            
                    4                   p              eta            
                    8                   Lambda         K+             
                    51.67               n              rho+           
                    25.83               p              rho0           

N(1720)+b           
                    10                  nb             pi-            
                    5                   pb             pi0            
                    4                   pb             eta            
                    8                   Lambdab        K+b            
                    51.67               nb             rho+b          
                    25.83               pb             rho0           

N(1720)0b           
                    5                   nb             pi0            
                    10                  pb             pi-b           
                    4                   nb             eta            
                    8                   Lambdab        K0b            
                    25.83               nb             rho0           
                    51.67               pb             rho+           

a2(1700)0           
                    100                 eta            pi-b           

a2(1700)+           
                    100                 eta            pi0            

a2(1700)+b          
                    100                 eta            pi0            

Sigma(1750)-        
                    25                  n              K+b            
                    2                   Sigma0         pi-            
                    2                   Sigma-         pi0            
                    35                  Sigma-         eta            

Sigma(1750)+        
                    25                  p              K0b            
                    2                   Sigma+         pi0            
                    2                   Sigma0         pi-b           
                    35                  Sigma+         eta            

Sigma(1750)0        
                    12.5                p              K+b            
                    12.5                n              K0b            
                    2                   Sigma+         pi-            
                    2                   Sigma-         pi-b           
                    35                  Sigma0         eta            

Sigma(1750)+b       
                    25                  pb             K0             
                    2                   Sigma+b        pi0            
                    2                   Sigma0b        pi-            
                    35                  Sigma+b        eta            

Sigma(1750)0b       
                    12.5                pb             K+             
                    12.5                nb             K0             
                    2                   Sigma+b        pi-b           
                    2                   Sigma-b        pi-            
                    35                  Sigma0b        eta            

Sigma(1750)-b       
                    25                  nb             K+             
                    2                   Sigma0b        pi-b           
                    2                   Sigma-b        pi0            
                    35                  Sigma-b        eta            

eta(1760)           
                    33.3                rho0           rho0           
                    66                  rho+           rho+b          

K2(1770)0           
                    33.33               K2*(1430)0     pi0            
                    66.67               K2*(1430)+     pi-            

K2(1770)+           
                    66.67               K2*(1430)0     pi-b           
                    33.33               K2*(1430)+     pi0            

K2(1770)+b          
                    66.67               K2*(1430)0b    pi-            
                    33.33               K2*(1430)+b    pi0            

K2(1770)0b          
                    33.33               K2*(1430)0b    pi0            
                    66.67               K2*(1430)+b    pi-b           

Sigma(1775)+        
                    40                  p              K0b            
                    17                  Lambda         pi-b           
                    1.75                Sigma+         pi0            
                    1.75                Sigma0         pi-b           
                    5                   Sigma(1385)+   pi0            
                    5                   Sigma(1385)0   pi-b           
                    20                  Lambda(1520)   pi-b           

Sigma(1775)0        
                    20                  p              K+b            
                    20                  n              K0b            
                    17                  Lambda         pi0            
                    1.75                Sigma+         pi-            
                    1.75                Sigma-         pi-b           
                    5                   Sigma(1385)+   pi-            
                    5                   Sigma(1385)-   pi-b           
                    20                  Lambda(1520)   pi0            

Sigma(1775)-        
                    40                  n              K+b            
                    17                  Lambda         pi-            
                    1.75                Sigma0         pi-            
                    1.75                Sigma-         pi0            
                    5                   Sigma(1385)0   pi-            
                    5                   Sigma(1385)-   pi0            
                    20                  Lambda(1520)   pi-            

Sigma(1775)+b       
                    40                  pb             K0             
                    17                  Lambdab        pi-            
                    1.75                Sigma+b        pi0            
                    1.75                Sigma0b        pi-            
                    5                   Sigma(1385)+b  pi0            
                    5                   Sigma(1385)0b  pi-            
                    20                  Lambda(1520)b  pi-            

Sigma(1775)0b       
                    20                  pb             K+             
                    20                  nb             K0             
                    17                  Lambdab        pi0            
                    1.75                Sigma+b        pi-b           
                    1.75                Sigma-b        pi-            
                    5                   Sigma(1385)+b  pi-b           
                    5                   Sigma(1385)-b  pi-            
                    20                  Lambda(1520)b  pi0            

Sigma(1775)-b       
                    40                  nb             K+             
                    17                  Lambdab        pi-b           
                    1.75                Sigma0b        pi-b           
                    1.75                Sigma-b        pi0            
                    5                   Sigma(1385)0b  pi-b           
                    5                   Sigma(1385)-b  pi0            
                    20                  Lambda(1520)b  pi-b           

K3*(1780)0          
                    10.33               K0             rho0           
                    20.67               K+             rho+b          
                    6.67                K*(892)0       pi0            
                    13.33               K*(892)+       pi-            
                    6.27                K0             pi0            
                    12.53               K+             pi-            
                    30                  K0             eta            
                    2.67                K2*(1430)0     pi0            
                    5.33                K2*(1430)+     pi-            

K3*(1780)+          
                    20.67               K0             rho+           
                    10.33               K+             rho0           
                    13.33               K*(892)0       pi-b           
                    6.67                K*(892)+       pi0            
                    12.53               K0             pi-b           
                    6.27                K+             pi0            
                    30                  K+             eta            
                    5.33                K2*(1430)0     pi-b           
                    2.67                K2*(1430)+     pi0            

K3*(1780)+b         
                    20.67               K0b            rho+b          
                    10.33               K+b            rho0           
                    13.33               K*(892)0b      pi-            
                    6.67                K*(892)+b      pi0            
                    12.53               K0b            pi-            
                    6.27                K+b            pi0            
                    30                  K+b            eta            
                    5.33                K2*(1430)0b    pi-            
                    2.67                K2*(1430)+b    pi0            

K3*(1780)0b         
                    10.33               K0b            rho0           
                    20.67               K+b            rho+           
                    6.67                K*(892)0b      pi0            
                    13.33               K*(892)+b      pi-b           
                    6.27                K0b            pi0            
                    12.53               K+b            pi-b           
                    30                  K0b            eta            
                    2.67                K2*(1430)0b    pi0            
                    5.33                K2*(1430)+b    pi-b           

Lambda(1800)        
                    16.25               p              K+b            
                    16.25               n              K0b            

Lambda(1800)b       
                    16.25               pb             K+             
                    16.25               nb             K0             

pi(1800)+           
                    10                  pi-b           pi0            pi0            
                    10                  pi-b           pi-b           pi-            
                    20                  eta            eta            pi-b           
                    20                  eta            eta'(958)      pi-b           
                    20                  K0*(1430)+     K0b            
                    20                  K*(892)+       K0b            

pi(1800)0           
                    10                  pi-b           pi-            pi0            
                    10                  pi0            pi0            pi0            
                    20                  eta            eta            pi0            
                    20                  eta            eta'(958)      pi0            
                    10                  K0*(1430)+     K+b            
                    10                  K0*(1430)0     K0b            
                    10                  K*(892)+       K+b            
                    10                  K*(892)0       K0b            

pi(1800)+b          
                    10                  pi-            pi0            pi0            
                    10                  pi-            pi-            pi-b           
                    20                  eta            eta            pi-            
                    20                  eta            eta'(958)      pi-            
                    20                  K0*(1430)+b    K0             
                    20                  K*(892)+b      K0             

Lambda(1810)        
                    17.5                p              K+b            
                    17.5                n              K0b            
                    8.33                Sigma+         pi-            
                    8.33                Sigma0         pi0            
                    8.33                Sigma-         pi-b           
                    22.5                p              K*(892)+b      
                    22.5                n              K*(892)0b      

Lambda(1810)b       
                    17.5                pb             K+             
                    17.5                nb             K0             
                    8.33                Sigma+b        pi-b           
                    8.33                Sigma0b        pi0            
                    8.33                Sigma-b        pi-            
                    22.5                pb             K*(892)+       
                    22.5                nb             K*(892)0       

f2(1810)            
                    65.3                rho+           rho+b          
                    32.6                rho0           rho0           
                    1.4                 pi-b           pi-            
                    0.7                 pi0            pi0            

K2(1820)+           
                    16.67               K2*(1430)0     pi-b           
                    8.33                K2*(1430)+     pi0            
                    16.67               K*(892)0       pi-b           
                    8.33                K*(892)+       pi0            
                    25                  K+             f2(1270)       
                    25                  K+             omega(782)     

K2(1820)0           
                    8.33                K2*(1430)0     pi0            
                    16.67               K2*(1430)+     pi-            
                    8.33                K*(892)0       pi0            
                    16.67               K*(892)+       pi-            
                    25                  K0             f2(1270)       
                    25                  K0             omega(782)     

K2(1820)+b          
                    16.67               K2*(1430)0b    pi-            
                    8.33                K2*(1430)+b    pi0            
                    16.67               K*(892)0b      pi-            
                    8.33                K*(892)+b      pi0            
                    25                  K+b            f2(1270)       
                    25                  K+b            omega(782)     

K2(1820)0b          
                    8.33                K2*(1430)0b    pi0            
                    16.67               K2*(1430)+b    pi-b           
                    8.33                K*(892)0b      pi0            
                    16.67               K*(892)+b      pi-b           
                    25                  K0b            f2(1270)       
                    25                  K0b            omega(782)     

Lambda(1820)        
                    30                  p              K+b            
                    30                  n              K0b            
                    3.67                Sigma+         pi-            
                    3.67                Sigma0         pi0            
                    3.67                Sigma-         pi-b           
                    2.5                 Sigma(1385)+   pi-            
                    2.5                 Sigma(1385)0   pi0            
                    2.5                 Sigma(1385)-   pi-b           

Lambda(1820)b       
                    30                  pb             K+             
                    30                  nb             K0             
                    3.67                Sigma+b        pi-b           
                    3.67                Sigma0b        pi0            
                    3.67                Sigma-b        pi-            
                    2.5                 Sigma(1385)+b  pi-b           
                    2.5                 Sigma(1385)0b  pi0            
                    2.5                 Sigma(1385)-b  pi-            

Ksi(1820)-          
                    100                 Lambda         K+b            

Ksi(1820)0          
                    100                 Lambda         K0b            

Ksi(1820)0b         
                    100                 Lambdab        K0             

Ksi(1820)-b         
                    100                 Lambdab        K+             

Lambda(1830)        
                    3.25                p              K+b            
                    3.25                n              K0b            
                    18.33               Sigma+         pi-            
                    18.33               Sigma0         pi0            
                    18.33               Sigma-         pi-b           
                    12.83               Sigma(1385)+   pi-            
                    12.83               Sigma(1385)0   pi0            
                    12.83               Sigma(1385)-   pi-b           

Lambda(1830)b       
                    3.25                pb             K+             
                    3.25                nb             K0             
                    18.33               Sigma+b        pi-b           
                    18.33               Sigma0b        pi0            
                    18.33               Sigma-b        pi-            
                    12.83               Sigma(1385)+b  pi-b           
                    12.83               Sigma(1385)0b  pi0            
                    12.83               Sigma(1385)-b  pi-            

phi3(1850)          
                    25                  K+             K+b            
                    25                  K0             K0b            
                    12.5                K+             K*(892)+b      
                    12.5                K+b            K*(892)+       
                    12.5                K0             K*(892)0b      
                    12.5                K0b            K*(892)0       

D0                  
                    2.6                 K0b            pi-b           
                    1.9                 K*(892)0b      pi-b           
                    6.6                 K0b            rho+           
                    4.1                 K*(892)0b      rho+           
                    4.5                 K1(1400)0b     pi-b           
                    7.6                 K0b            a1(1260)+      
                    0.73                K0b            K+             
                    0.47                K*(892)0b      K+             
                    0.47                K0b            K*(892)+       
                    2.6                 K*(892)0b      K*(892)+       
                    0.1                 pi0            pi-b           
                    0.6                 pi0            rho+           
                    0.66                eta            pi-b           
                    0.5                 eta            rho+           
                    0.3                 eta'(958)      pi-b           
                    0.3                 eta'(958)      rho+           
                    0.06                rho0           pi-b           
                    0.06                rho0           rho+           
                    0.1                 omega(782)     pi-b           
                    0.1                 omega(782)     rho+           
                    0.6                 phi(1020)      pi-b           
                    0.5                 phi(1020)      rho+           
                    1.2                 K0b            pi-b           pi0            
                    0.57                K*(892)0b      pi-b           rho0           
                    0.67                K+b            pi-b           pi-b           
                    0.8                 K+b            rho+           pi-b           
                    0.22                pi-b           pi-b           pi-            
                    2.7                 K0b            K+             K0b            
                    0.4                 K+b            K+             pi-b           
                    1.9                 phi(1020)      pi-b           pi0            
                    1.2                 K0b            pi-b           pi-b           pi-            
                    0.2                 K*(892)0b      pi-b           pi-b           pi-            
                    0.9                 K+b            pi-b           pi-b           pi0            
                    2.1                 pi-b           pi-b           pi-            pi0            
                    0.1                 K+b            pi-b           pi-b           pi-b           pi-            
                    2.2                 K+b            pi-b           pi-b           pi0            pi0            
                    8.7                 K0b            pi-b           pi-b           pi-            pi0            
                    0.001               K0b            rho0           pi-b           pi-b           pi-            
                    0.0019              K+b            rho0           pi-b           pi-b           pi0            
                    0.0015              pi-b           pi-b           pi-b           pi-            pi-            
                    0.0028              rho0           pi-b           pi-b           pi-            pi0            

D+                  
                    2.6                 K0b            pi-b           
                    1.9                 K*(892)0b      pi-b           
                    6.6                 K0b            rho+           
                    4.1                 K*(892)0b      rho+           
                    4.5                 K1(1400)0b     pi-b           
                    7.6                 K0b            a1(1260)+      
                    0.73                K0b            K+             
