233
0.19	2	3122	-211		
0.02	2	3212	-211		
0.02	2	3112	111		
0.06	2	3214	-211		
0.06	2	3114	111		
0.21	2	3124	-211		
3226					
7					
0.44	2	2212	-311		
0.19	2	3122	211		
0.02	2	3222	111		
0.02	2	3212	211		
0.06	2	3224	111		
0.06	2	3214	211		
0.21	2	3124	211		
3216					
8					
0.22	2	2212	-321		
0.22	2	2112	-311		
0.19	2	3122	111		
0.02	2	3222	-211		
0.02	2	3112	211		
0.06	2	3224	-211		
0.06	2	3114	211		
0.21	2	3124	111		
43122					
6					
0.2	2	2212	-321		
0.2	2	2112	-311		
0.06	2	3122	221		
0.18	2	3222	-211		
0.18	2	3212	111		
0.18	2	3112	211		
53122					
7					
0.17	2	2212	-321		
0.17	2	2112	-311		
0.08	2	3222	-211		
0.08	2	3212	111		
0.08	2	3112	211		
0.21	2	2212	-323		
0.21	2	2112	-313		
3126					
8					
0.35	2	2212	-321		
0.35	2	2112	-311		
0.06	2	3222	-211		
0.06	2	3212	111		
0.06	2	3112	211		
0.04	2	3224	-211		
0.04	2	3214	111		
0.04	2	3114	211		
13126					
8					
0.0326	2	2212	-321		
0.0326	2	2112	-311		
0.1833	2	3222	-211		
0.1833	2	3212	111		
0.1833	2	3112	211		
0.1283	2	3224	-211		
0.1283	2	3214	111		
0.1283	2	3114	211		
23124					
10					
0.2	2	2212	-321		
0.2	2	2112	-311		
0.08	2	3222	-211		
0.08	2	3212	111		
0.08	2	3112	211		
0.09	2	2212	-323		
0.09	2	2112	-313		
0.06	2	3224	-211		
0.06	2	3214	111		
0.06	2	3114	211		
13216					
8					
0.15	2	2212	-321		
0.15	2	2112	-311		
0.02	2	3224	-211		
0.02	2	3114	211		
0.13	2	3222	-211		
0.13	2	3112	211		
0.25	2	3122	111		
0.15	2	3124	111		
13226					
7					
0.3	2	2212	-311		
0.02	2	3224	111		
0.02	2	3214	211		
0.25	2	3122	211		
0.13	2	3222	111		
0.13	2	3212	211		
0.15	2	3124	211		
13116					
7					
0.3	2	2112	-321		
0.02	2	3214	-211		
0.02	2	3114	111		
0.13	2	3212	-211		
0.13	2	3112	111		
0.25	2	3122	-211		
0.15	2	3124	-211		
23224					
7					
0.2	2	2212	-311		
0.1	2	3122	211		
0.2	2	3124	211		
0.1	2	3222	111		
0.1	2	3212	211		
0.15	2	3224	111		
0.15	2	3214	211		
23114					
7					
0.2	2	2112	-321		
0.1	2	3122	-211		
0.1	2	3112	111		
0.1	2	3212	-211		
0.15	2	3114	111		
0.15	2	3214	-211		
0.2	2	3124	-211		
23214					
8					
0.1	2	2212	-321		
0.1	2	2112	-311		
0.1	2	3122	111		
0.2	2	3124	111		
0.1	2	3222	-211		
0.1	2	3112	211		
0.15	2	3224	-211		
0.15	2	3114	211		
3118					
11					
0.24	2	2112	-321		
0.22	2	3122	-211		
0.04	2	3212	-211		
0.04	2	3112	111		
0.02	2	3312	311		
0.05	2	3214	-211		
0.05	2	3114	111		
0.15	2	3124	-211		
0.0375	2	2114	-321		
0.1125	2	1114	-311		
0.04	2	2112	-323		
3228					
11					
0.24	2	2212	-311		
0.22	2	3122	211		
0.04	2	3222	111		
0.04	2	3212	211		
0.02	2	3322	321		
0.05	2	3224	111		
0.05	2	3214	211		
0.15	2	3124	211		
0.1125	2	2224	-321		
0.0375	2	2214	-311		
0.04	2	2212	-313		
3218					
14					
0.12	2	2212	-321		
0.12	2	2112	-311		
0.22	2	3122	111		
0.04	2	3222	-211		
0.04	2	3112	211		
0.01	2	3322	311		
0.01	2	3312	321		
0.05	2	3224	-211		
0.05	2	3114	211		
0.15	2	3124	111		
0.075	2	2214	-321		
0.075	2	2114	-311		
0.02	2	2212	-323		
0.02	2	2112	-313		
3128					
14					
0.2	2	2212	-321		
0.2	2	2112	-311		
0.03	2	3222	-211		
0.03	2	3212	111		
0.03	2	3112	211		
0.03	2	3122	221		
0.015	2	3322	311		
0.015	2	3312	321		
0.07	2	3122	223		
0.1	2	2212	-323		
0.1	2	2112	-313		
0.06	2	3224	-211		
0.06	2	3214	111		
0.06	2	3114	211		
23126					
7					
0.125	2	2212	-321		
0.125	2	2112	-311		
0.09	2	3222	-211		
0.09	2	3212	111		
0.09	2	3112	211		
0.24	2	2212	-323		
0.24	2	2112	-313		
33224					
4					
0.1	2	-311	2212		
0.45	2	3122	211		
0.225	2	111	3222		
0.225	2	211	3212		
33214					
5					
0.05	2	2112	-311		
0.05	2	2212	-321		
0.45	2	3122	111		
0.225	2	211	3112		
0.225	2	-211	3222		
33114					
4					
0.1	2	2112	-321		
0.45	2	3122	-211		
0.225	2	111	3112		
0.225	2	-211	3212		
911					
10					
0.1	2	2212	-321		
0.1	2	2112	-311		
0.05	2	3222	-211		
0.05	2	3212	111		
0.05	2	3112	211		
0.05	2	3224	-211		
0.05	2	3214	111		
0.05	2	3114	211		
0.25	2	2212	-323		
0.25	2	2112	-313		
3322					
1					
0.99522	2	3122	111		
3312					
1					
0.99887	2	3122	-211		
3324					
2					
0.6667	2	3312	211		
0.3333	2	3322	111		
3314					
2					
0.3333	2	3312	111		
0.6667	2	3322	-211		
23324					
5					
0.34	2	3122	-311		
0.22	2	3222	-321		
0.11	2	3212	-311		
0.11	2	3322	111		
0.22	2	3312	211		
23314					
5					
0.34	2	3122	-321		
0.11	2	3212	-321		
0.22	2	3112	-311		
0.22	2	3322	-211		
0.11	2	3312	111		
13324					
1					
1	2	3122	-311		
13314					
1					
1	2	3122	-321		
33324					
3					
0.5	2	3122	-311		
0.167	2	3322	111		
0.333	2	3312	211		
33314					
3					
0.5	2	3122	-321		
0.167	2	3312	111		
0.333	2	3322	-211		
3316					
3					
0.2	2	3122	-321		
0.2667	2	3212	-321		
0.5333	2	3112	-311		
3326					
3					
0.2	2	3122	-311		
0.5333	2	3222	-321		
0.2667	2	3212	-311		
3334					
3					
0.678	2	3122	-321		
0.236	2	3322	-211		
0.086	2	3312	111		
13334					
1					
1	2	3324	-321		
423					
2					
0.619	2	421	111		
0.381	1	421			
413					
3					
0.677	2	421	211		
0.307	2	411	111		
0.016	1	411			
14122					
3					
0.24	2	4222	-211		
0.24	2	4112	211		
0.18	3	4122	211	-211	
4212					
1					
1	2	4122	111		
4112					
1					
1	2	4122	-211		
4222					
1					
1	2	4122	211		
4214					
1					
1	2	4122	111		
4114					
1					
1	2	4122	-211		
4224					
1					
1	2	4122	211		
4322					
1					
1	1	4232			
4312					
1					
1	1	4132			
4124					
3					
0.05	2	4222	-211		
0.05	2	4112	211		
0.57	3	4112	211	-211	
4324					
1					
0.5	2	4132	211		
4314					
1					
0.5	2	4232	-211		
4334					
1					
1	1	4332			
10441					
1					
0.0116	1	443			
20443					
1					
0.344	1	443			
445					
1					
0.195	1	443			
100443					
1					
0.595	1	443			
30443					
2					
0.52	2	421	-421		
0.41	2	411	-411	
	
\\Taken from THERMALFist
